Incident_ID,Incident_Date,Category,Severity,Impact,Status,Escalated,Location_ID
INC01447,2023-08-25,Phishing,Critical,Low,Resolved,No,LOC0044
INC01448,2023-11-10,Ransomware,High,Moderate,Contained,Yes,LOC0063
INC01449,2026-01-27,Insider Threat,High,Low,Contained,No,LOC0069
INC01450,2025-06-25,DDoS,Critical,Moderate,Contained,No,LOC0030
INC01451,2023-06-21,Web Attack,High,Significant,Contained,No,LOC0012
INC01452,2025-12-23,Malware,Low,Low,Resolved,No,LOC0033
INC01453,2025-01-03,Data Breach,Critical,Low,Resolved,Yes,LOC0080
INC01454,2026-01-21,Insider Threat,Medium,Low,Contained,No,LOC0099
INC01455,2025-08-12,Web Attack,Low,Low,Contained,No,LOC0095
INC01456,2024-03-09,Phishing,Medium,Severe,Contained,No,LOC0060
INC01457,2024-11-14,Web Attack,Critical,Severe,Open,No,LOC0010
INC01458,2024-11-08,DDoS,Medium,Low,Contained,No,LOC0097
INC01459,2025-07-08,Ransomware,Medium,Significant,Resolved,No,LOC0016
INC01460,2023-11-14,Ransomware,Low,Significant,Resolved,No,LOC0027
INC01461,2024-03-01,Data Breach,Low,Severe,Investigating,Yes,LOC0098
INC01462,2023-11-09,Data Breach,Low,Moderate,Resolved,No,LOC0051
INC01463,2024-01-14,DDoS,High,Moderate,Resolved,No,LOC0020
INC01464,2023-07-25,Malware,Critical,Moderate,Investigating,No,LOC0051
INC01465,2023-02-16,Web Attack,Low,Severe,Resolved,No,LOC0008
INC01466,2026-04-15,Phishing,Medium,Significant,Resolved,No,LOC0032
INC01467,2023-04-05,Malware,Medium,Moderate,Resolved,Yes,LOC0096
INC01468,2026-02-07,Unauthorized Access,Low,Moderate,Investigating,No,LOC0030
INC01469,2023-01-04,DDoS,High,Significant,Investigating,No,LOC0090
INC01470,2025-09-19,Unauthorized Access,High,Severe,Contained,Yes,LOC0055
INC01471,2024-02-24,Web Attack,High,Moderate,Open,Yes,LOC0066
INC01472,2024-10-23,Malware,Medium,Significant,Contained,No,LOC0071
INC01473,2023-12-27,Ransomware,High,Moderate,Resolved,Yes,LOC0056
INC01474,2024-11-07,Unauthorized Access,Low,Moderate,Investigating,No,LOC0004
INC01475,2024-05-17,Insider Threat,Low,Moderate,Contained,Yes,LOC0092
INC01476,2024-11-16,Unauthorized Access,Critical,Significant,Resolved,No,LOC0048
INC01477,2024-07-08,DDoS,High,Severe,Contained,Yes,LOC0066
INC01478,2024-04-06,Unauthorized Access,Critical,Moderate,Contained,No,LOC0056
INC01479,2023-06-18,Web Attack,Critical,Moderate,Resolved,No,LOC0066
INC01480,2024-04-04,DDoS,High,Moderate,Investigating,No,LOC0036
INC01481,2023-06-10,Web Attack,Critical,Low,Investigating,No,LOC0085
INC01482,2023-08-22,Insider Threat,Medium,Moderate,Resolved,No,LOC0023
INC01483,2026-05-01,Ransomware,Low,Low,Contained,Yes,LOC0066
INC01484,2023-04-25,Phishing,Low,Moderate,Investigating,No,LOC0058
INC01485,2024-09-07,Insider Threat,Low,Low,Open,No,LOC0051
INC01486,2025-12-01,Phishing,Low,Moderate,Resolved,No,LOC0003
INC01487,2026-05-02,Ransomware,Medium,Significant,Open,No,LOC0039
INC01488,2023-07-07,Phishing,High,Moderate,Resolved,No,LOC0005
INC01489,2023-07-28,Unauthorized Access,High,Significant,Contained,No,LOC0051
INC01490,2024-04-20,Ransomware,High,Severe,Resolved,Yes,LOC0069
INC01491,2024-12-08,Data Breach,Low,Significant,Investigating,Yes,LOC0053
INC01492,2026-05-10,Web Attack,High,Moderate,Investigating,Yes,LOC0076
INC01493,2023-09-23,Insider Threat,Medium,Moderate,Contained,No,LOC0037
INC01494,2023-07-29,Web Attack,Low,Significant,Resolved,No,LOC0031
INC01495,2023-11-20,Malware,Medium,Moderate,Investigating,No,LOC0045
INC01496,2026-01-21,DDoS,Medium,Low,Contained,No,LOC0023
INC01497,2023-02-08,Phishing,Medium,Moderate,Contained,Yes,LOC0081
INC01498,2024-04-30,Web Attack,High,Significant,Investigating,No,LOC0081
INC01499,2023-06-01,Data Breach,High,Moderate,Resolved,Yes,LOC0042
INC01500,2023-07-20,Ransomware,High,Significant,Investigating,No,LOC0080
